genome,species,sample,group,abundance,rank
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCYQ_P,UC,4.67E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCYU_P,UC,1.42E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67U9H_P,UC,7.11E-07,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67U9N,UC,0.000128164,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67U9P_P,UC,2.80E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67U9R_P,UC,7.33E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67U9T_P,UC,4.39E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UAO,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UAQ,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UAS,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UBX,UC,5.74E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UDR_TR,UC,5.37E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UE3,UC,9.23E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UEM,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UEP_P,UC,0.000137604,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UET_P,UC,0.000177996,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UEW_P,UC,7.61E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UEW_TR,UC,0.000188464,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UF1,UC,0.000153815,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UF1_P,UC,9.38E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UFV,UC,8.98E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM67UG8,UC,1.31E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGD_P,UC,7.32E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGF_P,UC,1.15E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGH_P,UC,5.16E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGJ_P,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGL_P,UC,2.44E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGN_P,UC,4.49E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HIF,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HIH,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HIJ,UC,3.99E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HIL,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HLA_TR,UC,1.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HLI,UC,5.70E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HLK,UC,1.07E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HLM,UC,3.28E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HM1,UC,9.55E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HM5_P,UC,2.08E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HM7,UC,1.34E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HM9_P,UC,3.19E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HMN,UC,1.61E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HMP,UC,1.18E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HNE,UC,5.97E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HNG_P,UC,0.00010259,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HNI,UC,0.000580817,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HNK,UC,0.000809933,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HNM,UC,0.001926245,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HPM_P,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HPO,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HPQ_P,UC,1.14E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HPU,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HQR_P,UC,1.65E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HQT_P,UC,0.000118504,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOJQ,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOJS,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOJU,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOJW,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOJY,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOK1,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOLY,UC,0.000340637,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOMR_P,UC,2.24E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOMV_P,UC,1.62E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KONS_P,UC,2.57E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KONW_P,UC,3.89E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOP6,UC,2.56E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOP8,UC,4.25E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOPE,UC,5.33E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOPG,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOPK,UC,4.78E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOPM,UC,3.01E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOPO,UC,4.63E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOQ5_P,UC,3.15E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KORS,UC,4.70E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOS7,UC,0.003047849,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOSH,UC,8.98E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOU7_P,UC,3.59E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOUB,UC,7.60E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOUJ_P,UC,5.55E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOUN,UC,2.27E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X1XU,UC,5.27E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X1Y5,UC,0.001001631,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X1ZO,UC,0.000190055,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X1ZQ,UC,5.30E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X1ZY,UC,4.46E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X211,UC,2.07E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X213,UC,4.07E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X215,UC,2.30E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X219,UC,4.19E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X21L,UC,1.13E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X21N,UC,3.57E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X22G,UC,6.96E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X22I,UC,0.000215398,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X23H,UC,2.09E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM9X23N,UC,4.90E-06,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5GEZ4_P,UC,0.000170836,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5GEZ6_P,UC,0.000519287,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5GEZA_P,UC,0.000582808,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEA7_P,UC,1.71E-06,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEA9_P,UC,3.70E-06,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEAB_P,UC,9.59E-06,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEC3,UC,0.000941275,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEC5,UC,0.000737784,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEC7_P,UC,6.30E-05,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEC9,UC,3.41E-06,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEDU,UC,0.000420997,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEEJ_P,UC,0.000170055,55
TM09-10,Eisenbergiella sp. TM09-10,ESM718SY,UC,0.000452678,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD43_P,UC,5.31E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD44_P,UC,5.65E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD47_P,UC,8.13E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD87_P,UC,0.000337122,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRQE_P,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRRD,UC,8.65E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTO,UC,2.47E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTS,UC,7.08E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRUX,UC,3.95E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRUZ,UC,2.43E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRV2,UC,9.81E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ1T_P,UC,2.89E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ22,UC,0.000117811,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ2X_P,UC,4.47E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4GP,UC,0.001314549,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4JT_P,UC,4.49E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4JV_P,UC,2.03E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4KA,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4M4,UC,2.88E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4M6,UC,2.59E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4ME,UC,2.36E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4NC,UC,0.000291989,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4NM,UC,0.000438254,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4PC,UC,1.24E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4PE,UC,1.47E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4PG,UC,1.38E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4PK,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33IO,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33IS,UC,7.80E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33LH_TR,UC,3.08E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33LX,UC,2.46E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33LZ,UC,1.90E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33MC,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33MI,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33MX,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33N4,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33NW,UC,6.29E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33O1,UC,0.000109319,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33O3,UC,0.000209952,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33OL,UC,6.01E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33OP,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33OX,UC,8.17E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33P2_P,UC,5.72E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33RR,UC,3.84E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33RX_TR,UC,1.05E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM5LLFK_P,UC,4.67E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM5LLFM_P,UC,1.13E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM5LLFO_P,UC,0.000165934,55
TM09-10,Eisenbergiella sp. TM09-10,MSM5LLFU_P,UC,5.64E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM5LLHV_P,UC,2.97E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM5LLIQ_P,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2HD,UC,4.34E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2HF,UC,6.17E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2HH,UC,4.96E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2HJ,UC,5.66E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2HL,UC,0.000252793,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2N6_P,UC,4.00E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2OH,UC,0.000428059,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2OJ,UC,6.71E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2OL,UC,6.37E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2ON,UC,3.55E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H7M,UC,5.70E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H9U_P,UC,1.62E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HAN,UC,0.000107547,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HAR,UC,8.38E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HAT,UC,8.47E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HBZ,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HD6_P,UC,1.18E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HD8_P,UC,1.79E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HDG_TR,UC,3.28E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HEA,UC,7.30E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HF1_P,UC,1.88E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HF3,UC,0.000130921,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HF7,UC,0.000183846,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HF9_TR,UC,0.000114231,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HFB,UC,0.000118209,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZF5,UC,2.36E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZIO,UC,1.98E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZIS,UC,7.24E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZIU,UC,1.03E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZIW,UC,7.86E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZJF_P,UC,2.99E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZLL,UC,0.000107228,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZLR,UC,5.13E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZLZ,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZN4_P,UC,1.63E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZNR,UC,2.54E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZNZ,UC,1.33E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZO2,UC,2.66E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA267X,UC,0.000178068,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA2684,UC,5.24E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA2688,UC,8.90E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26AX,UC,2.12E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26AZ_TR,UC,1.18E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26EJ,UC,1.61E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26EN,UC,4.16E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26ER,UC,0.000173182,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26EZ,UC,6.52E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC55,UC,0.000576281,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC57,UC,9.10E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC5B,UC,7.05E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC64,UC,0.000503757,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC66,UC,7.63E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMB4LZP,UC,9.71E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBSE,UC,7.60E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBSE_P,UC,1.67E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBSG_P,UC,6.64E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBT5,UC,1.86E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBT7,UC,1.06E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBTB,UC,1.26E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBVM,UC,3.44E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBVO,UC,3.60E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBVQ,UC,4.62E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBVS,UC,5.56E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J127,UC,9.25E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J12B,UC,1.73E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J12F,UC,8.15E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J12V,UC,2.91E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J12Z,UC,0.000127293,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J169,UC,3.35E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J16B,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J16F,UC,6.89E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J16H,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1AM,UC,3.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1AO,UC,1.22E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1AQ,UC,1.10E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1AS,UC,9.54E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1AU,UC,1.06E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1B7,UC,2.65E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1B9,UC,5.79E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1BD,UC,6.01E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1BV,UC,8.06E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1BX,UC,2.94E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1C2_P,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1C4,UC,0.000300649,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA264K,UC,2.07E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA264O,UC,8.17E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA264Q,UC,0.000207426,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA264W,UC,1.75E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA266Y,UC,0.000733535,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA2671,UC,0.000320981,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA26A1,UC,0.000112964,55
TM09-10,Eisenbergiella sp. TM09-10,PSMB4MBI,UC,0.000151477,55
TM09-10,Eisenbergiella sp. TM09-10,PSMB4MC1,UC,0.000129224,55
TM09-10,Eisenbergiella sp. TM09-10,PSMB4MC3,UC,1.40E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6OSOR,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6V2CZ,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6V2DC,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6WJN6,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6WOCE,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6X9X4,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6XJTO,UC,0.000653359,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6XJUD,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6Y2V3,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6YAZO,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZEVI,UC,0.000126151,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZKSM,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZKSZ,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZT3E,UC,0.001344043,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZUHG,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-71WXM,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-73BNC,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-73JXF,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-73JY4,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-74Y8S,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7CM7N,UC,9.69E-06,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7CRJ8,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7GYJO,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-9LISD,UC,2.28E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-9VW91,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A1ZVI,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A2BG5,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A3743,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A9VSD,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-ADID6,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AGULX,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AJDLQ,UC,3.64E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-ARMBT,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AUNQ4,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AZAHH,UC,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-CSF6Z,UC,0,55
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM67UH7,control,0.004667661,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM6J2H9_P,control,0.001371154,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM79HGR_P,control,9.60E-05,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM79HGV_P,control,5.84E-05,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM79HOV,control,6.49E-05,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM79HOX,control,0.000186877,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM79HP2,control,9.85E-05,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM79HP6,control,0.000171761,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM7CZ2F_P,control,0.000132814,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM7KOOJ,control,0.000869457,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM7KOOL,control,0.000170624,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM7KOON,control,0.000521253,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSM7KOOP,control,0.001991862,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSMA8M9R,control,0.000967585,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSMAAEUA,control,0.000289511,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSMAE44D,control,0.000174176,56
14207_7_45,Eisenbergiella sp. 14207_7_45,CSMAHYLR,control,0.000134652,56
14207_7_45,Eisenbergiella sp. 14207_7_45,ESM5GEYU_P,control,0.000860884,56
14207_7_45,Eisenbergiella sp. 14207_7_45,ESM5GEZ1_P,control,0.001639378,56
14207_7_45,Eisenbergiella sp. 14207_7_45,ESM5GEZ3_P,control,0.000781354,56
14207_7_45,Eisenbergiella sp. 14207_7_45,ESM5ME9H_P,control,0.000365881,56
14207_7_45,Eisenbergiella sp. 14207_7_45,ESM5MEBP_P,control,4.92E-05,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD57_P,control,0.001061453,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD59_P,control,0.00114088,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD5B_P,control,0.005747063,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD5D_P,control,0.005079529,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD5F_P,control,0.000497679,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD5Z_P,control,0.00012656,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6E_P,control,0.002469623,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6I_P,control,0.001042109,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6K_P,control,0.000995355,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6M,control,0.000597986,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6O_P,control,9.18E-05,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6Q,control,0.000265932,56
14207_7_45,Eisenbergiella sp. 14207_7_45,HSM5MD6S_P,control,0.000183879,56
